payment_id,amount,currency,payment_method,status,failure_category,error_code,error_description,timestamp,hour,day_of_week,customer_previous_success,customer_previous_failures,retry_count,transaction_frequency,average_customer_transaction,recoverable
pay_10159,1502.21,INR,UPI,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-18 11:42:51,11,Tuesday,13,1,0,15,1379.81,1
pay_10160,815.15,INR,UPI,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-19 09:25:11,9,Wednesday,16,0,2,17,873.73,1
pay_10161,765.56,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 05:41:07,5,Saturday,5,2,0,8,889.19,0
pay_10162,11467.03,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-31 04:44:42,4,Monday,19,4,0,24,12153.43,0
pay_10163,2489.56,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-14 16:23:28,16,Friday,8,0,0,9,2944.92,0
pay_10164,4524.71,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 05:13:09,5,Saturday,8,2,0,11,4700.76,0
pay_10165,2011.27,INR,UPI,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-09-03 11:43:21,11,Thursday,2,2,3,5,1789.58,1
pay_10166,783.42,INR,Credit Card,FAILED,RISK_OR_FRAUD,E_FRAUD_SUSPECTED,Transaction failed due to code E_FRAUD_SUSPECTED,2026-08-12 23:08:47,23,Wednesday,8,2,2,11,712.27,0
pay_10167,1768.89,INR,UPI,FAILED,AUTHENTICATION_FAILURE,E_3DS_FAILED,Transaction failed due to code E_3DS_FAILED,2026-08-17 22:00:00,22,Monday,10,2,0,13,1614.21,1
pay_10168,878.05,INR,UPI,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-24 15:52:17,15,Monday,4,3,1,8,740.89,0
pay_10169,5772.14,INR,Wallet,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-06 03:30:38,3,Thursday,2,1,2,4,5873.22,0
pay_10170,5146.83,INR,Debit Card,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-09-01 01:54:17,1,Tuesday,15,0,2,16,4805.1,0
pay_10171,831.79,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 20:22:50,20,Saturday,5,3,0,9,718.2,0
pay_10172,5468.87,INR,Net Banking,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-12 21:38:29,21,Wednesday,6,1,2,8,6164.44,1
pay_10173,4611.48,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-30 20:38:53,20,Sunday,12,2,0,15,5499.07,0
pay_10174,2647.91,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 10:58:58,10,Saturday,12,2,0,15,2254.38,0
pay_10175,982.89,INR,UPI,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-09-03 12:31:27,12,Thursday,14,4,3,19,826.61,0
pay_10176,7070.63,INR,Credit Card,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-27 06:26:48,6,Thursday,16,1,3,18,6995.89,1
pay_10177,299.16,INR,UPI,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-26 17:05:44,17,Wednesday,3,2,3,6,254.89,1
pay_10178,3699.76,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 19:36:55,19,Saturday,14,2,0,17,3333.5,0
pay_10179,152.58,INR,UPI,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-07 09:09:39,9,Friday,6,4,0,11,164.4,1
pay_10180,773.62,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 14:24:10,14,Tuesday,2,0,0,3,916.97,0
pay_10181,229.51,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-21 19:54:13,19,Friday,19,2,0,22,208.78,0
pay_10182,10484.43,INR,UPI,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-31 18:08:50,18,Monday,16,0,2,17,11385.77,1
pay_10183,2218.13,INR,Credit Card,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-17 19:32:33,19,Monday,7,2,0,10,2524.04,1
pay_10184,3728.48,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-23 20:26:30,20,Sunday,2,3,0,6,4170.73,0
pay_10185,1792.15,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 22:10:15,22,Thursday,19,3,0,23,1834.02,0
pay_10186,788.97,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-12 06:11:24,6,Wednesday,1,2,0,4,941.83,0
pay_10187,555.06,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-06 12:58:48,12,Thursday,5,2,0,8,598.35,0
pay_10188,5067.47,INR,Debit Card,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-09-01 08:13:50,8,Tuesday,16,3,0,20,6053.93,1
pay_10189,534.32,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-24 00:10:58,0,Monday,9,1,0,11,497.23,0
pay_10190,1973.03,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-06 17:25:23,17,Thursday,12,3,0,16,1860.81,0
pay_10191,1121.87,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-05 06:38:28,6,Wednesday,14,1,0,16,915.98,0
pay_10192,2924.58,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-14 10:58:59,10,Friday,5,0,0,6,3434.88,0
pay_10193,283.43,INR,Credit Card,FAILED,CUSTOMER_ABANDONMENT,E_USER_CANCELLED,Transaction failed due to code E_USER_CANCELLED,2026-08-08 11:21:12,11,Saturday,19,2,3,22,281.66,0
pay_10194,2853.06,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 03:09:04,3,Thursday,8,3,0,12,3117.36,0
pay_10195,362.89,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-06 07:47:25,7,Thursday,12,2,0,15,322.13,0
pay_10196,9460.26,INR,UPI,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-28 09:56:14,9,Friday,18,3,3,22,9669.76,0
pay_10197,3325.3,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-16 15:02:46,15,Sunday,2,3,0,6,2925.66,0
pay_10198,3000.37,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-23 12:45:41,12,Sunday,6,3,0,10,2609.35,0
pay_10199,8246.46,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-31 15:20:46,15,Monday,3,3,0,7,7821.07,0
pay_10200,11135.16,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 19:03:05,19,Thursday,3,1,0,5,12138.47,0
pay_10201,1817.09,INR,Net Banking,FAILED,AUTHENTICATION_FAILURE,E_3DS_FAILED,Transaction failed due to code E_3DS_FAILED,2026-08-20 03:49:44,3,Thursday,18,1,2,20,2116.81,1
pay_10202,741.4,INR,Credit Card,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-07 16:46:03,16,Friday,3,1,3,5,663.57,1
pay_10203,9035.44,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-09 04:18:43,4,Sunday,14,0,0,15,9623.18,0
pay_10204,400.27,INR,Credit Card,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-20 15:23:36,15,Thursday,7,3,0,11,341.17,1
pay_10205,8901.53,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-17 08:12:41,8,Monday,15,1,0,17,8719.15,0
pay_10206,2917.04,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 09:07:07,9,Saturday,10,3,0,14,3158.31,0
pay_10207,606.93,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-31 11:06:23,11,Monday,14,4,0,19,615.07,0
pay_10208,3955.75,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-08 15:27:42,15,Saturday,14,3,0,18,4018.89,0
pay_10209,236.96,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-08 18:39:06,18,Saturday,0,2,0,3,232.43,0
pay_10210,6940.52,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-24 12:23:03,12,Monday,11,1,0,13,6655.62,0
pay_10211,1784.32,INR,Credit Card,FAILED,AUTHENTICATION_FAILURE,E_3DS_FAILED,Transaction failed due to code E_3DS_FAILED,2026-08-26 23:04:08,23,Wednesday,14,2,3,17,1776.36,1
pay_10212,2898.01,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 05:38:43,5,Thursday,17,1,0,19,3167.99,0
pay_10213,592.98,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 14:52:29,14,Saturday,5,4,0,10,702.88,0
pay_10214,886.96,INR,Credit Card,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-10 10:30:05,10,Monday,17,0,1,18,1004.35,1
pay_10215,5148.97,INR,Debit Card,FAILED,CUSTOMER_ABANDONMENT,E_USER_CANCELLED,Transaction failed due to code E_USER_CANCELLED,2026-08-18 20:05:18,20,Tuesday,18,4,0,23,5492.86,0
pay_10216,2302.05,INR,UPI,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-10 01:03:52,1,Monday,0,0,0,1,2756.32,1
pay_10217,3640.13,INR,UPI,FAILED,RISK_OR_FRAUD,E_FRAUD_SUSPECTED,Transaction failed due to code E_FRAUD_SUSPECTED,2026-09-03 11:56:05,11,Thursday,5,3,0,9,3884.15,0
pay_10218,4273.64,INR,Debit Card,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-06 11:59:05,11,Thursday,6,0,1,7,3980.27,0
pay_10219,2637.04,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-12 09:05:15,9,Wednesday,0,0,0,1,2685.23,0
pay_10220,1619.35,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-12 00:39:29,0,Wednesday,13,1,0,15,1787.34,0
pay_10221,1885.1,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-19 22:23:58,22,Wednesday,5,3,0,9,1527.42,0
pay_10222,1193.52,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-23 20:10:00,20,Sunday,14,3,0,18,1182.39,0
pay_10223,1403.7,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 01:38:48,1,Saturday,10,4,0,15,1584.72,0
pay_10224,1559.08,INR,Net Banking,FAILED,AUTHENTICATION_FAILURE,E_3DS_FAILED,Transaction failed due to code E_3DS_FAILED,2026-09-02 00:05:06,0,Wednesday,14,3,2,18,1830.01,1
pay_10225,1233.21,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-30 13:08:03,13,Sunday,19,2,0,22,1445.13,0
pay_10226,2049.61,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-21 02:39:04,2,Friday,12,3,0,16,2314.56,0
pay_10227,1997.88,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-06 17:10:58,17,Thursday,12,0,0,13,2051.67,0
pay_10228,891.18,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-12 00:08:26,0,Wednesday,0,3,0,4,728.42,0
pay_10229,2657.01,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-07 03:21:17,3,Friday,8,1,0,10,2350.97,0
pay_10230,2510.32,INR,UPI,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-05 13:27:15,13,Wednesday,4,3,0,8,2284.2,1
pay_10231,4473.57,INR,UPI,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-09-01 09:53:04,9,Tuesday,0,1,1,2,3852.61,1
pay_10232,820.47,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-16 09:43:51,9,Sunday,16,4,0,21,867.06,0
pay_10233,2485.46,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-29 15:09:52,15,Saturday,12,4,0,17,2046.48,0
pay_10234,532.22,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 22:37:49,22,Saturday,2,1,0,4,516.93,0
pay_10235,3311.06,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-06 22:15:57,22,Thursday,13,2,0,16,3447.77,0
pay_10236,1178.31,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-12 17:32:19,17,Wednesday,7,4,0,12,1364.1,0
pay_10237,682.57,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-09 08:32:49,8,Sunday,6,3,0,10,666.85,0
pay_10238,4607.44,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-03 07:10:26,7,Thursday,7,1,0,9,4939.42,0
pay_10239,806.11,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-31 14:43:08,14,Monday,11,1,0,13,761.92,0
pay_10240,13648.38,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 14:41:46,14,Tuesday,11,1,0,13,16146.72,0
pay_10241,631.85,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 07:55:25,7,Tuesday,15,3,0,19,593.33,0
pay_10242,2883.4,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-25 13:36:06,13,Tuesday,18,4,0,23,3156.95,0
pay_10243,3809.02,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-27 01:35:07,1,Thursday,17,0,0,18,3974.31,0
pay_10244,1917.3,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-06 01:24:20,1,Thursday,17,4,0,22,1810.04,0
pay_10245,379.31,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-09 05:26:23,5,Sunday,2,3,0,6,345.89,0
pay_10246,7285.02,INR,Net Banking,FAILED,AUTHENTICATION_FAILURE,E_3DS_FAILED,Transaction failed due to code E_3DS_FAILED,2026-08-26 21:23:37,21,Wednesday,4,3,3,8,6435.62,1
pay_10247,6819.5,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-08 00:19:20,0,Saturday,9,2,0,12,7610.65,0
pay_10248,1058.45,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-26 04:58:01,4,Wednesday,1,2,0,4,993.29,0
pay_10249,9433.98,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 08:56:47,8,Saturday,0,3,0,4,9835.38,0
pay_10250,524.73,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-16 03:55:16,3,Sunday,2,2,0,5,503.46,0
pay_10251,545.66,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-25 15:07:04,15,Tuesday,14,3,0,18,453.98,0
pay_10252,3898.36,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-31 13:39:30,13,Monday,13,3,0,17,3804.04,0
pay_10253,429.19,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 12:26:59,12,Saturday,1,3,0,5,405.98,0
pay_10254,1371.28,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-23 09:20:24,9,Sunday,1,2,0,4,1510.74,0
pay_10255,2565.66,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-25 02:56:11,2,Tuesday,13,2,0,16,2234.96,0
pay_10256,3091.04,INR,Credit Card,FAILED,INVALID_PAYMENT_DETAILS,E_INVALID_CVV,Transaction failed due to code E_INVALID_CVV,2026-08-23 10:26:02,10,Sunday,19,4,2,24,3244.23,0
pay_10257,2021.87,INR,UPI,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-09 17:32:11,17,Sunday,2,2,0,5,1952.42,0
pay_10258,4543.94,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-19 01:24:04,1,Wednesday,5,4,0,10,5017.04,0
pay_10259,518.67,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 11:45:59,11,Saturday,17,4,0,22,617.4,0
pay_10260,4192.88,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-31 23:55:06,23,Monday,16,3,0,20,4437.9,0
pay_10261,1879.54,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-16 22:46:12,22,Sunday,19,3,0,23,1993.6,0
pay_10262,4310.87,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-14 03:28:19,3,Friday,9,4,0,14,3678.28,0
pay_10263,419.38,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-26 23:23:11,23,Wednesday,15,4,0,20,382.37,0
pay_10264,6809.56,INR,UPI,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-31 12:42:51,12,Monday,7,0,3,8,7119.9,0
pay_10265,322.44,INR,Credit Card,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-15 20:37:15,20,Saturday,7,4,0,12,262.86,0
pay_10266,3578.09,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-23 05:13:13,5,Sunday,16,4,0,21,3590.37,0
pay_10267,1375.9,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-23 10:51:06,10,Sunday,14,2,0,17,1464.71,0
pay_10268,662.02,INR,UPI,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-11 23:15:32,23,Tuesday,5,3,1,9,767.65,1
pay_10269,3963.72,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-24 19:35:27,19,Monday,17,2,0,20,3363.43,0
pay_10270,2536.36,INR,Debit Card,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-22 01:33:19,1,Saturday,17,1,2,19,2839.42,0
pay_10271,1016.18,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 13:12:12,13,Thursday,15,3,0,19,876.61,0
pay_10272,261.8,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-04 23:57:33,23,Tuesday,7,2,0,10,267.05,0
pay_10273,1380.23,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 06:37:30,6,Saturday,11,2,0,14,1593.85,0
pay_10274,2744.81,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-30 09:37:26,9,Sunday,6,0,0,7,2479.59,0
pay_10275,2113.25,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 14:18:28,14,Saturday,7,3,0,11,1736.13,0
pay_10276,1114.38,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-29 05:33:06,5,Saturday,17,1,0,19,950.22,0
pay_10277,3386.38,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-10 07:11:01,7,Monday,11,4,0,16,3269.1,0
pay_10278,3698.96,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-27 15:39:24,15,Thursday,6,3,0,10,3900.61,0
pay_10279,3729.5,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-25 19:43:44,19,Tuesday,0,3,0,4,4067.34,0
pay_10280,12162.09,INR,UPI,FAILED,AUTHENTICATION_FAILURE,E_3DS_FAILED,Transaction failed due to code E_3DS_FAILED,2026-08-11 00:11:02,0,Tuesday,9,4,0,14,13295.94,1
pay_10281,2542.69,INR,UPI,FAILED,AUTHENTICATION_FAILURE,E_3DS_FAILED,Transaction failed due to code E_3DS_FAILED,2026-08-17 14:35:18,14,Monday,9,1,1,11,2888.46,1
pay_10282,4619.62,INR,UPI,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-08-30 15:20:15,15,Sunday,15,2,2,18,5251.53,0
pay_10283,1738.7,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-11 22:03:38,22,Tuesday,3,3,0,7,1933.71,0
pay_10284,762.22,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-30 03:54:51,3,Sunday,6,4,0,11,618.64,0
pay_10285,606.46,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 11:38:50,11,Saturday,6,3,0,10,608.91,0
pay_10286,3363.0,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-10 07:35:22,7,Monday,1,1,0,3,3500.41,0
pay_10287,208.0,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 15:17:29,15,Tuesday,12,3,0,16,231.7,0
pay_10288,3224.77,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-25 08:29:23,8,Tuesday,16,0,0,17,2694.1,0
pay_10289,773.12,INR,Credit Card,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-20 04:12:33,4,Thursday,12,0,1,13,748.77,1
pay_10290,2677.72,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 05:52:17,5,Thursday,14,3,0,18,2553.29,0
pay_10291,2270.83,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-10 16:00:42,16,Monday,17,2,0,20,1840.46,0
pay_10292,211.22,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-24 19:41:48,19,Monday,12,2,0,15,248.45,0
pay_10293,900.39,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-11 11:35:47,11,Tuesday,19,0,0,20,877.04,0
pay_10294,7075.61,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 03:52:48,3,Thursday,6,1,0,8,8234.28,0
pay_10295,3937.74,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-29 01:08:50,1,Saturday,19,0,0,20,4656.95,0
pay_10296,328.63,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-12 09:12:44,9,Wednesday,2,3,0,6,366.37,0
pay_10297,9355.72,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 10:25:25,10,Thursday,12,3,0,16,8069.8,0
pay_10298,4944.83,INR,UPI,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-09-01 11:12:08,11,Tuesday,17,0,3,18,5482.55,1
pay_10299,375.97,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-06 00:33:26,0,Thursday,19,4,0,24,308.63,0
pay_10300,1506.62,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 04:43:27,4,Saturday,17,4,0,22,1599.53,0
pay_10301,701.92,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-07 22:25:13,22,Friday,11,0,0,12,612.92,0
pay_10302,205.7,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-05 17:47:33,17,Wednesday,6,0,0,7,207.62,0
pay_10303,454.77,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-12 13:04:48,13,Wednesday,6,0,0,7,462.69,0
pay_10304,363.15,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 15:49:11,15,Thursday,4,1,0,6,387.0,0
pay_10305,758.65,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-14 16:42:17,16,Friday,11,3,0,15,714.94,0
pay_10306,9698.82,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 21:57:59,21,Thursday,6,4,0,11,8398.04,0
pay_10307,1152.0,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 23:01:25,23,Saturday,14,3,0,18,1322.76,0
pay_10308,832.14,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-30 22:33:52,22,Sunday,1,0,0,2,697.05,0
pay_10309,1202.7,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-09 19:49:52,19,Sunday,5,3,0,9,1179.46,0
pay_10310,1416.18,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-19 10:34:41,10,Wednesday,9,3,0,13,1582.07,0
pay_10311,2304.47,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-07 19:11:41,19,Friday,14,1,0,16,1989.18,0
pay_10312,3125.99,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 08:33:01,8,Saturday,12,2,0,15,3622.63,0
pay_10313,612.38,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-27 09:00:02,9,Thursday,7,4,0,12,669.36,0
pay_10314,4442.24,INR,UPI,FAILED,RISK_OR_FRAUD,E_FRAUD_SUSPECTED,Transaction failed due to code E_FRAUD_SUSPECTED,2026-08-07 20:26:36,20,Friday,11,2,0,14,4451.49,0
pay_10315,8687.73,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 18:17:15,18,Saturday,12,1,0,14,7526.89,0
pay_10316,5491.15,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-10 20:29:33,20,Monday,4,0,0,5,4597.26,0
pay_10317,224.51,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-19 20:25:24,20,Wednesday,2,4,0,7,209.86,0
